athlete_id,sex,height_cm,weight_kg,province,has_anthro,lifetime_pb,cutoff_16_group,cutoff_17_group,cutoff_18_group,cutoff_19_group,cutoff_20_group,cutoff_21_group,cutoff_22_group,cutoff_23_group,cutoff_24_group,cutoff_25_group,cutoff_26_group
3d00667928af2120,M,176.0,60.0,P01,True,11.1,excluded,A,A,A,B,B,B,B,B,B,B
a503ab9fe371157c,M,,,P17,False,11.92,excluded,excluded,B,B,B,B,B,B,B,B,B
a804ffaa7f025239,F,,,P16,False,11.82,excluded,excluded,excluded,excluded,A,A,A,A,A,A,A
6bfa7f8dcadcd619,M,,,P20,False,12.11,excluded,excluded,A,B,B,B,B,B,B,B,B
ff474758bcd9a748,F,,,P12,False,12.73,excluded,excluded,A,A,A,A,A,B,B,B,B
43e9a613743c3e2d,M,,,,False,11.44,excluded,excluded,B,B,B,B,B,B,B,B,B
50d63df303a7c823,M,,,,False,11.57,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
6aa8b7a4b9fe63c9,F,,,,False,13.07,excluded,excluded,excluded,excluded,excluded,excluded,A,B,B,B,B
19224ee82ead36f5,M,,,P28,False,11.81,A,B,B,B,B,B,B,B,B,B,B
9b7cd0a7b4bf70ce,M,182.0,69.0,P24,True,11.1,excluded,excluded,B,B,B,B,B,B,B,B,B
5ef2a0118c962b4a,M,,,P01,False,10.99,excluded,A,A,B,B,B,B,B,B,B,B
00bffa0c79f9c0da,F,,,P04,False,12.47,A,A,B,B,B,B,B,B,B,B,B
b8cb842a20456db2,M,,,P20,False,10.59,excluded,A,A,B,B,B,B,B,B,B,B
db6b01605d48ca31,M,,,P23,False,11.11,excluded,excluded,A,A,B,B,B,B,B,B,B
4bbd0a6c5f7c1410,F,,,P28,False,12.77,A,A,B,B,B,B,B,B,B,B,B
739d86c4e4ca1858,M,,,,False,10.81,A,B,B,B,B,B,B,B,B,B,B
eca2b9ea9468076f,F,173.0,53.0,P18,True,11.79,excluded,A,A,B,B,B,B,B,B,B,B
d6d08477ef578d75,M,,,,False,11.37,excluded,excluded,A,B,B,B,B,B,B,B,B
8147619e7fb46bc2,F,168.0,70.0,,True,14.87,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
6798026a5726d505,M,,,P23,False,11.3,A,A,A,B,B,B,B,B,B,B,B
481e84edca8be9c6,M,,,P14,False,11.84,excluded,excluded,B,B,B,B,B,B,B,B,B
4e7996412245356e,M,,,P18,False,10.69,excluded,excluded,A,B,B,B,B,B,B,B,B
d596bac99fb433e2,F,,,P18,False,11.98,excluded,excluded,A,B,B,B,B,B,B,B,B
fe25e4cd66d7a47f,M,,,P20,False,12.11,A,B,B,B,B,B,B,B,B,B,B
fe3896b7d4165137,F,156.0,48.0,P21,True,12.91,excluded,excluded,excluded,excluded,A,A,B,B,B,B,B
a48ef61388cbb2e1,M,,,,False,11.98,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
ab1edbc204b6ab5d,F,166.0,62.0,P25,True,13.36,A,B,B,B,B,B,B,B,B,B,B
11f9b1728126a8f9,M,,,,False,11.14,A,B,B,B,B,B,B,B,B,B,B
3a07c6b12a21c503,M,,,,False,11.28,A,B,B,B,B,B,B,B,B,B,B
c667c27f4465048f,M,168.0,56.0,P20,True,11.96,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
367f109ab140f599,F,162.0,54.0,P20,True,12.92,A,A,A,B,B,B,B,B,B,B,B
c2dd07d8ffb20f9c,M,170.0,60.0,,True,12.0,excluded,excluded,A,B,B,B,B,B,B,B,B
579834e1273cf94f,M,,,P09,False,10.84,excluded,A,A,B,B,B,B,B,B,B,B
968f38743a7aaddf,F,176.0,58.0,P07,True,12.17,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
a51489eef9f5e716,M,177.0,54.0,P10,True,10.81,excluded,excluded,A,A,B,B,B,B,B,B,B
18cc1ffaa664540b,M,,,P15,False,10.93,excluded,A,A,A,A,B,B,B,B,B,B
a86566e271ae4f94,F,,,P25,False,14.45,A,B,B,B,B,B,B,B,B,B,B
2aaeef2d76963856,M,,,P17,False,11.4,excluded,excluded,A,A,B,B,B,B,B,B,B
c97e2d7ddf89f54f,F,166.0,50.0,P10,True,12.84,A,B,B,B,B,B,B,B,B,B,B
b03afef931509acf,M,180.0,65.0,P06,True,12.13,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
c48355e0ae97d7df,F,,,P26,False,12.14,A,A,A,A,A,A,A,A,B,B,B
00cc9258bb6cb19f,M,183.0,68.0,,True,12.14,excluded,excluded,B,B,B,B,B,B,B,B,B
1fc5a1c3c32ceeb3,M,,,P17,False,11.07,excluded,A,A,A,B,B,B,B,B,B,B
cfc1fd532d3daa2b,F,155.0,55.0,P18,True,12.18,excluded,excluded,A,A,A,B,B,B,B,B,B
37b3a6afc7963b79,F,,,P18,False,12.77,A,B,B,B,B,B,B,B,B,B,B
1439c835b5b59843,F,165.0,51.0,P09,True,12.13,excluded,excluded,excluded,excluded,excluded,A,A,A,B,B,B
6665fd12ea3759be,M,,,P18,False,10.78,excluded,excluded,A,A,B,B,B,B,B,B,B
f2c2537cf26e67ac,M,,,P28,False,11.64,A,B,B,B,B,B,B,B,B,B,B
1d1901d5e14c875a,F,,,P30,False,11.88,excluded,excluded,excluded,A,A,A,A,A,B,B,B
017b66f6e0e920ae,M,,,P10,False,10.93,excluded,excluded,A,B,B,B,B,B,B,B,B
5011fd1326886067,F,,,P18,False,12.06,excluded,A,A,A,A,A,A,B,B,B,B
841dc4a64585c0de,F,166.0,50.0,P18,True,12.52,excluded,excluded,A,B,B,B,B,B,B,B,B
e9a74d711606411f,M,,,P14,False,11.3,excluded,excluded,A,B,B,B,B,B,B,B,B
59495a95f4d3bcbb,M,175.0,66.0,P10,True,11.52,excluded,B,B,B,B,B,B,B,B,B,B
44a96f97dafb0273,F,,,P10,False,12.05,A,B,B,B,B,B,B,B,B,B,B
ab49f675f6f86558,M,,,P20,False,11.42,A,B,B,B,B,B,B,B,B,B,B
21bbb909b85edec1,F,167.0,60.0,P26,True,12.75,A,B,B,B,B,B,B,B,B,B,B
0e951105e6f8627b,M,173.0,55.0,P04,True,11.45,A,A,B,B,B,B,B,B,B,B,B
f828d726eef6a34d,F,,,,False,13.7,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
8d175b380217dd7a,M,,,P10,False,11.74,excluded,excluded,A,B,B,B,B,B,B,B,B
166200646ae800fa,F,,,P20,False,11.47,excluded,excluded,A,A,A,B,B,B,B,B,B
52f73a5c09bd0c48,F,,,P03,False,11.67,excluded,excluded,excluded,A,A,A,A,A,A,B,B
907c511a817ad62a,F,,,P07,False,12.73,excluded,excluded,A,A,A,A,B,B,B,B,B
42541ddf7dc59916,M,,,P10,False,12.1,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
d22e1fb992df3b5a,M,,,P10,False,12.1,excluded,excluded,excluded,B,B,B,B,B,B,B,B
bf78b5491785b222,M,174.0,62.0,P24,True,11.33,excluded,excluded,A,A,A,A,A,A,B,B,B
4b96b0f4e6da9b6d,M,179.0,72.0,P20,True,11.56,A,B,B,B,B,B,B,B,B,B,B
384b56c907010963,M,167.0,58.0,P23,True,11.26,A,A,B,B,B,B,B,B,B,B,B
707ed946f08dba29,F,,,P24,False,12.73,A,A,B,B,B,B,B,B,B,B,B
aaa937e8db8db0fa,F,,,P08,False,13.62,A,A,B,B,B,B,B,B,B,B,B
d1b75c59a66cafc1,F,164.0,45.0,P08,True,12.09,excluded,A,A,A,A,A,A,B,B,B,B
f5add18ffd3f5558,M,170.0,54.0,,True,12.6,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
de883ed2fba0e9e9,F,,,P20,False,12.47,excluded,A,A,B,B,B,B,B,B,B,B
e9237f3dd32fb31f,M,,,P10,False,11.5,excluded,excluded,excluded,B,B,B,B,B,B,B,B
e087f5e59d3c2008,F,,,P09,False,12.61,A,B,B,B,B,B,B,B,B,B,B
7d59d3240a28886b,M,,,P20,False,11.54,excluded,excluded,A,B,B,B,B,B,B,B,B
e2319c1cf02a18b7,F,,,P05,False,12.86,A,A,B,B,B,B,B,B,B,B,B
d93f967238479035,F,,,P01,False,12.02,excluded,excluded,excluded,A,A,A,A,A,B,B,B
3b4846e66b67a4da,M,,,,False,11.65,B,B,B,B,B,B,B,B,B,B,B
82a0db059e356ab3,F,,,P10,False,13.13,A,B,B,B,B,B,B,B,B,B,B
68e2cab1b6d60504,F,,,P26,False,12.87,excluded,excluded,A,A,A,A,A,B,B,B,B
f44d7bca466dff9f,M,,,P10,False,11.6,excluded,excluded,A,B,B,B,B,B,B,B,B
e6b9582861bacf86,M,,,,False,11.44,excluded,excluded,excluded,A,A,B,B,B,B,B,B
1470e88c1b771288,M,,,P17,False,11.43,excluded,A,A,B,B,B,B,B,B,B,B
0e83450190f7fa96,M,,,P18,False,10.72,excluded,excluded,excluded,A,A,A,B,B,B,B,B
c63e245068ded1b8,M,174.0,63.0,P23,True,11.93,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
264006353eaae4aa,F,170.0,55.0,P12,True,12.45,excluded,excluded,A,A,A,A,A,A,B,B,B
f4d5d4eda0982a82,F,168.0,55.0,P10,True,13.83,excluded,excluded,A,B,B,B,B,B,B,B,B
9fcc720550cbf9b7,M,,,P12,False,10.49,excluded,excluded,excluded,excluded,excluded,excluded,A,A,A,A,A
1cc33f36e20513f3,F,,,P14,False,12.41,excluded,excluded,A,B,B,B,B,B,B,B,B
d7eae5666e019d7d,F,170.0,53.0,P08,True,12.45,excluded,excluded,A,B,B,B,B,B,B,B,B
c0db39104fc9eafd,M,172.0,61.0,P20,True,10.87,excluded,excluded,A,B,B,B,B,B,B,B,B
a46f8b04a324bf84,F,,,P30,False,12.66,excluded,excluded,excluded,A,A,B,B,B,B,B,B
6c791dadf3cf6158,F,,,P19,False,13.0,A,B,B,B,B,B,B,B,B,B,B
44eff41131ea307c,M,,,P05,False,10.94,excluded,excluded,excluded,excluded,excluded,excluded,A,A,B,B,B
eabeca0caabf2489,M,,,P23,False,12.15,excluded,excluded,B,B,B,B,B,B,B,B,B
9ed17e281478e8e9,M,,,,False,12.99,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
b86ea65d384fd2c8,M,176.0,66.0,,True,11.8,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
9ad1aa582208396e,M,180.0,70.0,P00,True,10.98,excluded,excluded,A,B,B,B,B,B,B,B,B
cb4c747517d28b63,M,,,,False,11.5,A,B,B,B,B,B,B,B,B,B,B
e9cb20840e8ab8e9,M,,,P08,False,12.05,excluded,excluded,excluded,B,B,B,B,B,B,B,B
8a1bf7094345e498,F,58.0,168.0,P04,False,12.66,excluded,excluded,A,B,B,B,B,B,B,B,B
b25df1a814cb9ec2,M,180.0,70.0,P16,True,11.13,excluded,excluded,excluded,excluded,A,A,B,B,B,B,B
593beda822c792e6,M,,,,False,11.39,excluded,excluded,A,B,B,B,B,B,B,B,B
c69dbe2c71c841a0,F,,,P17,False,12.23,excluded,excluded,A,B,B,B,B,B,B,B,B
81c87211c0068029,M,,,,False,11.64,excluded,excluded,A,B,B,B,B,B,B,B,B
96b194571fed27d8,F,,,P21,False,12.53,A,A,B,B,B,B,B,B,B,B,B
6759ed998e74ee24,M,,,P19,False,10.87,A,A,B,B,B,B,B,B,B,B,B
0327055f12cd4585,M,175.0,65.0,P28,True,11.58,A,B,B,B,B,B,B,B,B,B,B
7b0ca2a8ac0bf4ec,M,181.0,75.0,,True,10.9,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
09f22fba559ffcc7,F,160.0,60.0,P25,True,13.65,A,B,B,B,B,B,B,B,B,B,B
660ba3c3176fee93,M,,,P09,False,10.98,excluded,excluded,A,A,B,B,B,B,B,B,B
1909d9789c3b2f47,M,,,P12,False,11.63,excluded,excluded,A,B,B,B,B,B,B,B,B
9a75b57c728f7e0f,F,,,P12,False,12.89,excluded,excluded,A,B,B,B,B,B,B,B,B
333e945235c8a280,F,,,P18,False,12.16,excluded,excluded,excluded,excluded,A,A,B,B,B,B,B
3550ec7551037dc0,F,,,,False,13.22,B,B,B,B,B,B,B,B,B,B,B
57020e1789d24972,M,180.0,70.0,,True,11.11,excluded,excluded,excluded,excluded,excluded,A,A,B,B,B,B
f0617279449b62e8,M,,,P14,False,11.64,excluded,excluded,A,B,B,B,B,B,B,B,B
30772eb576dcc8fc,F,,,P20,False,12.52,excluded,excluded,excluded,A,A,B,B,B,B,B,B
8dee414af181f4ff,M,174.0,60.0,P26,True,10.63,excluded,excluded,excluded,A,A,A,A,B,B,B,B
4664df8ec74d96c4,F,165.0,52.0,P09,True,12.11,excluded,excluded,excluded,A,A,B,B,B,B,B,B
2ec399c6ea9ea653,M,183.0,56.0,P21,True,10.65,A,A,B,B,B,B,B,B,B,B,B
6a74a5a7be3eeb38,M,,,P20,False,11.71,A,A,B,B,B,B,B,B,B,B,B
f156dad31442e25c,M,172.0,61.0,P09,True,10.56,excluded,excluded,A,A,A,A,A,A,B,B,B
098f48d99b5396ab,F,,,P13,False,12.21,A,B,B,B,B,B,B,B,B,B,B
4e7ca383308279fc,F,,,P21,False,12.01,A,A,B,B,B,B,B,B,B,B,B
86a6469290c2c740,F,90.0,183.0,P20,False,11.6,excluded,excluded,A,A,B,B,B,B,B,B,B
53bbd23493920a7b,M,,,P23,False,11.4,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
c7cd0bdde50182d4,M,,,P28,False,12.07,A,B,B,B,B,B,B,B,B,B,B
ce4efb548b9286e9,F,,,,False,12.7,B,B,B,B,B,B,B,B,B,B,B
e0728676d65bd404,F,,,P20,False,11.87,A,B,B,B,B,B,B,B,B,B,B
72bf77587d2222f3,F,163.0,55.0,,True,13.06,A,B,B,B,B,B,B,B,B,B,B
860192f46f65eff3,F,164.0,65.0,P21,True,12.41,excluded,A,A,A,A,B,B,B,B,B,B
08b5ae3953fcb8e0,M,176.0,60.0,P09,True,10.57,excluded,excluded,excluded,excluded,A,A,A,A,B,B,B
cc29ec68666195ac,F,,,P04,False,12.86,A,B,B,B,B,B,B,B,B,B,B
a411c296bdf5b452,M,,,,False,11.52,excluded,B,B,B,B,B,B,B,B,B,B
1b861e297fa85fb4,M,170.0,60.0,,True,11.05,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
dcb519030dc8a58d,M,,,P12,False,11.12,excluded,A,A,A,B,B,B,B,B,B,B
75a9cbfdcd988548,M,,,P17,False,11.59,A,A,B,B,B,B,B,B,B,B,B
c6174d8081b5b78a,F,168.0,45.0,P21,True,13.43,B,B,B,B,B,B,B,B,B,B,B
ad91a1eb562e8a08,F,,,,False,12.96,excluded,A,A,B,B,B,B,B,B,B,B
973555bc75216949,M,,,P30,False,10.36,excluded,excluded,excluded,excluded,excluded,A,A,A,A,B,B
7123d0f3de075400,F,,,P14,False,12.77,A,A,A,A,B,B,B,B,B,B,B
06e14be20316eb93,F,,,,False,13.13,A,B,B,B,B,B,B,B,B,B,B
57b3b5f6ee6cbce4,F,,,P28,False,11.71,excluded,excluded,excluded,excluded,A,A,A,A,A,A,B
8a983cf8d178304c,M,,,P20,False,11.75,excluded,excluded,excluded,A,B,B,B,B,B,B,B
7471694d08343867,M,,,P20,False,10.83,excluded,excluded,A,A,B,B,B,B,B,B,B
e2bd0fd302f31df6,M,170.0,56.0,P20,True,12.24,excluded,excluded,B,B,B,B,B,B,B,B,B
2cdff87cf9c2e4c4,F,,,P23,False,12.75,excluded,excluded,A,A,B,B,B,B,B,B,B
4f12c1c221c3f3b7,F,170.0,52.0,P17,True,12.46,excluded,excluded,B,B,B,B,B,B,B,B,B
712a966506b27da2,M,,,,False,11.31,A,B,B,B,B,B,B,B,B,B,B
900bdc0aafc76db5,M,,,P20,False,10.29,excluded,A,A,A,A,A,A,B,B,B,B
d669e66f2cbb32b1,M,,,,False,11.07,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
738a639c4e847cd7,M,,,P23,False,11.16,excluded,excluded,A,B,B,B,B,B,B,B,B
8f08f7df100284ee,M,,,,False,10.9,A,A,B,B,B,B,B,B,B,B,B
cf3e588a9bfde535,M,,,P14,False,10.89,excluded,excluded,B,B,B,B,B,B,B,B,B
341d397c911c0b64,F,,,P20,False,11.48,excluded,excluded,excluded,excluded,excluded,A,A,B,B,B,B
3f083ac726b2c1e4,M,,,P09,False,11.68,excluded,excluded,excluded,B,B,B,B,B,B,B,B
3fb2e91f9390efa5,F,,,P23,False,12.88,A,A,B,B,B,B,B,B,B,B,B
a4443e1b62acb7c0,F,165.0,50.0,P14,True,11.44,excluded,excluded,excluded,excluded,excluded,excluded,A,A,A,A,A
26346c2b1f358f06,F,,,P09,False,13.2,A,A,B,B,B,B,B,B,B,B,B
e705ddcb57b0d399,F,,,P14,False,11.4,excluded,excluded,excluded,A,A,A,A,B,B,B,B
0282aa561d55a8c1,M,,,P17,False,11.44,excluded,A,A,B,B,B,B,B,B,B,B
e80cc10e9ec5716b,F,167.0,60.0,P21,True,11.42,excluded,excluded,A,A,B,B,B,B,B,B,B
9cddcea72c3dc231,M,,,,False,11.73,excluded,excluded,excluded,B,B,B,B,B,B,B,B
d290b38d69594d8a,M,,,P20,False,11.46,excluded,A,B,B,B,B,B,B,B,B,B
74d4989d0dd57a7d,M,,,,False,11.05,excluded,excluded,A,A,A,B,B,B,B,B,B
8ba8824a701701f0,F,,,P10,False,12.62,A,A,B,B,B,B,B,B,B,B,B
d3ab705f1dfa0efc,M,,,P09,False,13.1,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
52cb80c4a07b0349,F,,,,False,15.81,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
d0c4e0396df7da85,F,,,P12,False,12.41,excluded,A,A,B,B,B,B,B,B,B,B
b7fea24f7cc5fd41,M,,,P20,False,10.75,excluded,excluded,A,A,B,B,B,B,B,B,B
7fe980c34bc5ccd8,F,,,P20,False,12.43,excluded,excluded,A,B,B,B,B,B,B,B,B
5ba535d93eb6913e,M,,,,False,10.82,A,A,A,B,B,B,B,B,B,B,B
e2ec187a4a5c2087,F,,,P12,False,12.09,excluded,excluded,A,A,A,B,B,B,B,B,B
3736794b70fa7bf9,M,,,P17,False,11.98,excluded,excluded,A,B,B,B,B,B,B,B,B
053fd2fe6a5d3b49,M,,,P14,False,12.76,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
50a091e00e16acf9,F,,,P20,False,13.17,A,A,B,B,B,B,B,B,B,B,B
e37b830cd4731972,F,165.0,54.0,P09,True,12.29,excluded,excluded,A,A,B,B,B,B,B,B,B
86a7e806fdf04e1a,F,,,P18,False,12.34,excluded,A,A,B,B,B,B,B,B,B,B
cdd7d52e1bef8e8d,F,,,P21,False,12.02,A,B,B,B,B,B,B,B,B,B,B
f72d351fbd35d850,F,,,P18,False,13.83,excluded,B,B,B,B,B,B,B,B,B,B
cce6483209bf1b25,F,,,P09,False,12.93,A,A,B,B,B,B,B,B,B,B,B
e94ece73afdab411,M,176.0,60.0,P10,True,10.87,excluded,A,A,B,B,B,B,B,B,B,B
a589afd30b41ff6c,F,160.0,50.0,P10,True,12.86,A,A,B,B,B,B,B,B,B,B,B
da1d171e995728ae,M,173.0,63.0,P08,True,11.12,A,A,A,A,A,B,B,B,B,B,B
37b0ceba6261ed93,M,165.0,54.0,P30,True,11.42,excluded,excluded,A,B,B,B,B,B,B,B,B
168d1637926e317a,M,,,P23,False,11.41,excluded,excluded,A,B,B,B,B,B,B,B,B
274b34e80d0f0810,F,165.0,53.0,P25,True,13.47,A,A,B,B,B,B,B,B,B,B,B
f368c1de1b9e119c,F,165.0,55.0,P17,True,11.83,excluded,A,A,B,B,B,B,B,B,B,B
